Transaction_ID,Timestamp,Store,Cashier_ID,Transaction_Type,Payment_Method,Amount_USD
TXN-13111,25/05/2026 18:11,Store 6,110,Completed,Cash,16.06
TXN-13112,26/05/2026 16:46,Store 6,102,Completed,Mobile App,32.57
TXN-13113,11/05/2026 20:12,Store 4,102,Completed,Credit Card,16.51
TXN-13114,11/05/2026 20:13,Store 1,105,Completed,Credit Card,39.61
TXN-13115,22/05/2026 20:15,Store 3,103,Completed,Cash,24.07
TXN-13116,26/05/2026 19:05,Store 3,103,Completed,Cash,31.69
TXN-13117,21/05/2026 8:20,Store 3,109,Completed,Credit Card,28.89
TXN-13118,09/05/2026 13:14,Store 4,102,Completed,Cash,34.16
TXN-13119,30/05/2026 18:54,Store 4,105,Completed,Mobile App,10.3
TXN-13120,16/05/2026 12:02,Store 6,108,Completed,Cash,25.78
TXN-13121,21/05/2026 9:26,Store 4,104,Completed,Credit Card,9.55
TXN-13122,18/05/2026 14:08,Store 3,104,Completed,Mobile App,18.01
TXN-13123,03/05/2026 21:56,Store 2,106,Completed,Cash,21.54
TXN-13124,06/05/2026 8:01,Store 2,105,Completed,Mobile App,23.71
TXN-13125,30/05/2026 15:20,Store 5,108,Refund,Credit Card,9.21
TXN-13126,05/05/2026 13:49,Store 3,105,Completed,Mobile App,30.66
TXN-13127,01/05/2026 16:21,Store 5,106,Completed,Credit Card,18.41
TXN-13128,16/05/2026 9:05,Store 2,107,Discount applied,Cash,31.69
TXN-13129,24/05/2026 10:46,Store 2,109,Completed,Cash,16.52
TXN-13130,11/05/2026 13:42,Store 6,110,Discount applied,Mobile App,7.91
TXN-13131,11/05/2026 9:11,Store 2,101,Completed,Credit Card,39.67
TXN-13132,30/05/2026 19:40,Store 2,109,Completed,Credit Card,20.57
TXN-13133,07/05/2026 19:34,Store 4,110,Completed,Credit Card,26.24
TXN-13134,05/05/2026 15:36,Store 6,106,Completed,Cash,22.47
TXN-13135,19/05/2026 17:09,Store 3,101,Completed,Mobile App,31.24
TXN-13136,25/05/2026 18:08,Store 5,110,Completed,Mobile App,30.66
TXN-13137,10/05/2026 18:14,Store 1,101,Completed,Credit Card,14.51
TXN-13138,13/05/2026 18:47,Store 5,102,Completed,Cash,18.59
TXN-13139,11/05/2026 18:45,Store 1,104,Completed,Cash,36.4
TXN-13140,22/05/2026 19:25,Store 4,108,Completed,Mobile App,16.99
TXN-13141,11/05/2026 8:35,Store 5,102,Completed,Credit Card,12.37
TXN-13142,13/05/2026 19:15,Store 5,101,Completed,Cash,36.34
TXN-13143,30/05/2026 17:01,Store 5,109,Completed,Credit Card,40.37
TXN-13144,27/05/2026 17:39,Store 1,104,Completed,Credit Card,15.02
TXN-13145,19/05/2026 7:37,Store 4,105,Void,Credit Card,26.6
TXN-13146,16/05/2026 18:02,Store 6,104,Completed,Mobile App,14.27
TXN-13147,03/05/2026 15:46,Store 4,106,Completed,Credit Card,9.53
TXN-13148,12/05/2026 13:09,Store 2,107,Completed,Cash,17.88
TXN-13149,02/05/2026 14:08,Store 1,109,Completed,Cash,15.8
TXN-13150,26/05/2026 21:19,Store 5,101,Completed,Mobile App,32.32
TXN-13151,24/05/2026 14:33,Store 1,100,Completed,Cash,40.25
TXN-13152,28/05/2026 13:04,Store 4,108,Completed,Credit Card,26.69
TXN-13153,02/05/2026 13:08,Store 5,108,Completed,Credit Card,35.26
TXN-13154,12/05/2026 9:21,Store 6,106,Completed,Credit Card,42.63
TXN-13155,06/05/2026 21:03,Store 5,102,Completed,Credit Card,31.35
TXN-13156,11/05/2026 17:14,Store 3,103,Completed,Cash,13.3
TXN-13157,14/05/2026 7:21,Store 5,106,Completed,Cash,43.39
TXN-13158,24/05/2026 16:45,Store 5,106,Completed,Mobile App,44.01
TXN-13159,13/05/2026 11:55,Store 3,109,Completed,Credit Card,14.55
TXN-13160,07/05/2026 21:33,Store 5,101,Completed,Credit Card,7.72
TXN-13161,08/05/2026 16:26,Store 2,107,Completed,Mobile App,23.37
TXN-13162,01/05/2026 7:42,Store 2,100,Completed,Credit Card,23.88
TXN-13163,05/05/2026 21:29,Store 3,100,Completed,Mobile App,17.66
TXN-13164,04/05/2026 21:00,Store 5,102,Completed,Cash,7.84
TXN-13165,06/05/2026 10:07,Store 6,106,Completed,Cash,28.44
TXN-13166,26/05/2026 10:52,Store 2,105,Void,Mobile App,20.92
TXN-13167,18/05/2026 20:15,Store 6,101,Completed,Mobile App,41.39
TXN-13168,28/05/2026 19:10,Store 3,103,Completed,Cash,15.16
TXN-13169,01/05/2026 17:31,Store 3,103,Completed,Cash,27.13
TXN-13170,22/05/2026 14:12,Store 2,107,Completed,Credit Card,26.02
TXN-13171,29/05/2026 11:54,Store 3,110,Completed,Cash,43.25
TXN-13172,30/05/2026 10:59,Store 6,104,Completed,Cash,38.51
TXN-13173,03/05/2026 9:03,Store 6,101,Completed,Cash,38.26
TXN-13174,15/05/2026 10:49,Store 2,110,Completed,Cash,27.94
TXN-13175,27/05/2026 20:01,Store 3,102,Completed,Credit Card,33.97
TXN-13176,18/05/2026 17:43,Store 1,100,Completed,Credit Card,26.23
TXN-13177,14/05/2026 8:18,Store 4,101,Completed,Credit Card,34.33
TXN-13178,18/05/2026 12:36,Store 4,105,Completed,Mobile App,41.07
TXN-13179,28/05/2026 14:29,Store 3,106,Completed,Mobile App,15.9
TXN-13180,03/05/2026 13:35,Store 6,101,Completed,Credit Card,16.05
TXN-13181,05/05/2026 18:15,Store 4,106,Completed,Credit Card,27.11
TXN-13182,01/05/2026 22:51,Store 3,103,Void,Cash,40.59
TXN-13183,06/05/2026 20:38,Store 6,101,Completed,Credit Card,22.89
TXN-13184,12/05/2026 21:50,Store 2,102,Completed,Mobile App,21.98
TXN-13185,13/05/2026 21:44,Store 3,103,Void,Cash,26.31
TXN-13186,28/05/2026 14:16,Store 3,106,Completed,Credit Card,41.05
TXN-13187,21/05/2026 20:01,Store 3,104,Completed,Cash,19.44
TXN-13188,02/05/2026 9:10,Store 4,100,Completed,Cash,15
TXN-13189,26/05/2026 13:04,Store 6,108,Completed,Credit Card,28.29
TXN-13190,17/05/2026 22:58,Store 3,103,Void,Cash,39.53
TXN-13191,06/05/2026 7:30,Store 3,102,Completed,Cash,22.97
TXN-13192,19/05/2026 17:39,Store 4,104,Void,Cash,11.18
TXN-13193,01/05/2026 20:27,Store 6,108,Completed,Credit Card,28.9
TXN-13194,07/05/2026 15:28,Store 1,102,Completed,Cash,28.47
TXN-13195,21/05/2026 19:12,Store 5,102,Completed,Credit Card,43.86
TXN-13196,25/05/2026 14:32,Store 2,107,Completed,Cash,38.73
TXN-13197,05/05/2026 15:22,Store 3,102,Completed,Credit Card,42.86
TXN-13198,26/05/2026 9:50,Store 5,102,Refund,Credit Card,6.93
TXN-13199,16/05/2026 12:09,Store 3,110,Completed,Credit Card,27.01
TXN-13200,22/05/2026 12:11,Store 1,109,Completed,Cash,31.88
TXN-13201,05/05/2026 8:42,Store 1,101,Completed,Credit Card,37.36
TXN-13202,12/05/2026 21:01,Store 3,104,Completed,Credit Card,12.85
TXN-13203,12/05/2026 7:17,Store 2,109,Completed,Credit Card,29.24
TXN-13204,02/05/2026 15:31,Store 3,102,Completed,Mobile App,24.23
TXN-13205,20/05/2026 10:36,Store 6,106,Completed,Credit Card,27.01
TXN-13206,13/05/2026 18:41,Store 5,100,Completed,Credit Card,41.41
TXN-13207,11/05/2026 9:28,Store 3,104,Completed,Credit Card,41.05
TXN-13208,30/05/2026 19:12,Store 4,104,Completed,Mobile App,30.13
TXN-13209,04/05/2026 10:21,Store 2,108,Completed,Credit Card,10.46
TXN-13210,03/05/2026 19:47,Store 2,100,Completed,Credit Card,30.57
TXN-13211,21/05/2026 8:36,Store 2,105,Completed,Cash,29.89
TXN-13212,25/05/2026 17:00,Store 3,102,Completed,Credit Card,31.32
TXN-13213,25/05/2026 19:10,Store 1,109,Completed,Cash,17.65
TXN-13214,26/05/2026 13:27,Store 3,106,Completed,Credit Card,9.36
TXN-13215,19/05/2026 16:30,Store 1,100,Completed,Credit Card,43.24
TXN-13216,13/05/2026 7:34,Store 3,105,Discount applied,Cash,36.86
TXN-13217,21/05/2026 7:05,Store 6,106,Completed,Credit Card,24.77
TXN-13218,28/05/2026 15:59,Store 2,109,Completed,Credit Card,40.1
TXN-13219,06/05/2026 7:39,Store 1,102,Completed,Credit Card,32.43
TXN-13220,06/05/2026 18:07,Store 3,103,Completed,Credit Card,14.46
TXN-13221,29/05/2026 8:24,Store 6,109,Completed,Credit Card,43.26
TXN-13222,11/05/2026 9:39,Store 5,100,Completed,Cash,39.2
TXN-13223,19/05/2026 8:08,Store 1,104,Completed,Cash,19.56
TXN-13224,27/05/2026 9:59,Store 1,101,Completed,Cash,32.64
TXN-13225,13/05/2026 9:53,Store 1,108,Completed,Credit Card,21.4
TXN-13226,24/05/2026 18:34,Store 4,110,Completed,Mobile App,24.53
TXN-13227,17/05/2026 11:03,Store 2,107,Completed,Mobile App,39.96
TXN-13228,17/05/2026 12:15,Store 4,105,Completed,Cash,37.46
TXN-13229,24/05/2026 19:54,Store 6,104,Completed,Mobile App,8.38
TXN-13230,04/05/2026 14:38,Store 6,110,Completed,Cash,20.74
TXN-13231,24/05/2026 17:30,Store 3,103,Completed,Mobile App,10.01
TXN-13232,22/05/2026 15:56,Store 1,106,Completed,Mobile App,33.26
TXN-13233,18/05/2026 10:34,Store 2,101,Completed,Cash,34.65
TXN-13234,25/05/2026 16:26,Store 3,104,Completed,Credit Card,40.56
TXN-13235,27/05/2026 19:13,Store 5,102,Completed,Mobile App,37.94
TXN-13236,16/05/2026 15:15,Store 2,100,Completed,Credit Card,36.25
TXN-13237,14/05/2026 19:59,Store 6,108,Discount applied,Cash,15.83
TXN-13238,25/05/2026 19:15,Store 6,110,Void,Cash,5.72
TXN-13239,19/05/2026 7:15,Store 4,104,Completed,Cash,15.28
TXN-13240,10/05/2026 14:30,Store 5,109,Completed,Credit Card,5.26
TXN-13241,23/05/2026 15:52,Store 5,102,Completed,Mobile App,34.56
TXN-13242,22/05/2026 16:36,Store 2,104,Completed,Credit Card,40.52
TXN-13243,25/05/2026 18:50,Store 2,102,Completed,Credit Card,11.9
TXN-13244,23/05/2026 17:44,Store 2,107,Completed,Cash,19.99
TXN-13245,22/05/2026 14:31,Store 2,105,Completed,Mobile App,19.29
TXN-13246,06/05/2026 13:28,Store 1,102,Completed,Cash,24.26
TXN-13247,30/05/2026 12:18,Store 5,102,Refund,Cash,15.52
TXN-13248,06/05/2026 14:55,Store 6,102,Completed,Cash,19.77
TXN-13249,28/05/2026 10:13,Store 3,109,Completed,Credit Card,15.13
TXN-13250,15/05/2026 13:56,Store 5,101,Completed,Credit Card,32.85
TXN-13251,21/05/2026 11:48,Store 6,106,Completed,Credit Card,31.49
TXN-13252,06/05/2026 18:28,Store 6,105,Completed,Credit Card,5.39
TXN-13253,01/05/2026 21:35,Store 2,100,Completed,Credit Card,41.27
TXN-13254,27/05/2026 8:30,Store 4,105,Completed,Cash,45
TXN-13255,09/05/2026 17:14,Store 5,110,Completed,Cash,8.87
TXN-13256,27/05/2026 8:00,Store 6,100,Completed,Credit Card,32.42
TXN-13257,20/05/2026 13:27,Store 3,110,Completed,Credit Card,36.57
TXN-13258,23/05/2026 15:42,Store 2,107,Completed,Credit Card,34.95
TXN-13259,29/05/2026 12:26,Store 3,100,Completed,Mobile App,10.7
TXN-13260,27/05/2026 13:09,Store 4,109,Completed,Credit Card,43.16
TXN-13261,19/05/2026 8:26,Store 1,101,Completed,Credit Card,23.44
TXN-13262,08/05/2026 10:39,Store 6,108,Refund,Credit Card,16.34
TXN-13263,14/05/2026 20:33,Store 1,101,Completed,Cash,18.61
TXN-13264,16/05/2026 10:53,Store 1,105,Completed,Cash,22.6
TXN-13265,22/05/2026 9:27,Store 3,110,Completed,Credit Card,27.02
TXN-13266,14/05/2026 15:24,Store 5,101,Completed,Mobile App,44.06
TXN-13267,01/05/2026 13:55,Store 5,110,Completed,Credit Card,44.24
TXN-13268,28/05/2026 12:24,Store 3,102,Completed,Credit Card,7.48
TXN-13269,15/05/2026 12:59,Store 2,105,Completed,Mobile App,23.33
TXN-13270,12/05/2026 16:19,Store 4,101,Refund,Credit Card,14.19
TXN-13271,19/05/2026 15:43,Store 6,102,Completed,Mobile App,17.36
TXN-13272,08/05/2026 17:04,Store 3,103,Completed,Mobile App,10.44
TXN-13273,25/05/2026 17:44,Store 1,100,Completed,Cash,6.21
TXN-13274,18/05/2026 20:47,Store 4,110,Completed,Mobile App,9.2
TXN-13275,22/05/2026 10:09,Store 2,101,Completed,Credit Card,10.05
TXN-13276,23/05/2026 16:11,Store 5,102,Completed,Credit Card,20.5
TXN-13277,25/05/2026 14:45,Store 2,104,Completed,Credit Card,5.74
TXN-13278,02/05/2026 7:26,Store 2,106,Completed,Cash,23.34
TXN-13279,12/05/2026 17:18,Store 4,101,Completed,Credit Card,31.03
TXN-13280,21/05/2026 17:40,Store 2,104,Completed,Cash,37.13
TXN-13281,29/05/2026 17:28,Store 5,106,Completed,Credit Card,38.72
TXN-13282,08/05/2026 20:35,Store 6,106,Completed,Mobile App,31.13
TXN-13283,21/05/2026 16:06,Store 2,109,Completed,Cash,12.51
TXN-13284,27/05/2026 15:53,Store 2,101,Completed,Mobile App,13.13
TXN-13285,02/05/2026 19:17,Store 3,103,Completed,Credit Card,20.14
TXN-13286,12/05/2026 13:04,Store 6,104,Void,Mobile App,23.69
TXN-13287,02/05/2026 21:22,Store 6,106,Completed,Credit Card,31.87
TXN-13288,11/05/2026 14:18,Store 3,105,Void,Mobile App,18.86
TXN-13289,21/05/2026 11:57,Store 3,104,Completed,Credit Card,7.35
TXN-13290,28/05/2026 15:57,Store 3,105,Completed,Credit Card,43.51
TXN-13291,18/05/2026 12:49,Store 4,104,Completed,Cash,30.95
TXN-13292,11/05/2026 18:30,Store 1,101,Completed,Credit Card,25.75
TXN-13293,27/05/2026 16:03,Store 6,101,Completed,Cash,34.81
TXN-13294,11/05/2026 13:38,Store 6,100,Completed,Credit Card,23.34
TXN-13295,11/05/2026 9:18,Store 4,110,Completed,Credit Card,40.63
TXN-13296,23/05/2026 9:01,Store 3,101,Completed,Credit Card,20.61
TXN-13297,02/05/2026 19:21,Store 5,100,Completed,Cash,27.58
TXN-13298,27/05/2026 19:36,Store 4,104,Completed,Credit Card,18.43
TXN-13299,03/05/2026 19:29,Store 3,102,Completed,Credit Card,43.86
TXN-13300,27/05/2026 17:07,Store 3,103,Completed,Credit Card,24.34
TXN-13301,11/05/2026 9:28,Store 4,102,Completed,Credit Card,34.2
TXN-13302,14/05/2026 18:39,Store 4,106,Completed,Credit Card,38.92
TXN-13303,29/05/2026 11:13,Store 6,105,Completed,Credit Card,10.53
TXN-13304,28/05/2026 7:00,Store 3,106,Completed,Cash,37.5
TXN-13305,09/05/2026 12:43,Store 3,105,Completed,Credit Card,15.39
TXN-13306,01/05/2026 15:17,Store 4,101,Void,Mobile App,25.39
TXN-13307,22/05/2026 19:54,Store 5,101,Refund,Cash,13.54
TXN-13308,16/05/2026 8:22,Store 6,105,Completed,Credit Card,40.66
TXN-13309,07/05/2026 12:41,Store 5,106,Completed,Cash,38.32
TXN-13310,22/05/2026 20:54,Store 3,100,Completed,Mobile App,6.79
TXN-13311,14/05/2026 17:42,Store 6,100,Completed,Credit Card,26.74
TXN-13312,21/05/2026 19:40,Store 2,100,Completed,Credit Card,6.65
TXN-13313,20/05/2026 14:53,Store 5,104,Completed,Credit Card,41.66
TXN-13314,28/05/2026 14:44,Store 3,100,Completed,Credit Card,29.9
TXN-13315,02/05/2026 9:52,Store 1,109,Completed,Mobile App,23.26
TXN-13316,07/05/2026 15:37,Store 2,108,Completed,Mobile App,26.62
TXN-13317,12/05/2026 11:30,Store 5,102,Completed,Credit Card,24.68
TXN-13318,06/05/2026 8:12,Store 4,102,Completed,Cash,7.56
TXN-13319,09/05/2026 16:19,Store 2,107,Completed,Credit Card,12.51
TXN-13320,05/05/2026 11:12,Store 6,104,Completed,Mobile App,44.6
TXN-13321,20/05/2026 11:28,Store 1,100,Completed,Credit Card,35.3
TXN-13322,08/05/2026 21:18,Store 3,103,Completed,Credit Card,5.92
TXN-13323,24/05/2026 15:47,Store 2,107,Completed,Credit Card,39.3
TXN-13324,06/05/2026 14:46,Store 2,107,Discount applied,Cash,30.8
TXN-13325,21/05/2026 12:44,Store 5,110,Completed,Cash,35.37
TXN-13326,25/05/2026 23:55,Store 3,103,Void,Cash,37.17
TXN-13327,29/05/2026 15:46,Store 2,107,Completed,Mobile App,30.71
TXN-13328,09/05/2026 23:49,Store 3,103,Void,Cash,37.48
TXN-13329,28/05/2026 21:58,Store 5,106,Completed,Cash,43.5
TXN-13330,26/05/2026 11:44,Store 3,105,Completed,Credit Card,20.64
TXN-13331,06/05/2026 19:09,Store 3,103,Completed,Cash,6.38
TXN-13332,18/05/2026 16:51,Store 2,107,Completed,Cash,21.04
TXN-13333,03/05/2026 11:19,Store 2,100,Completed,Mobile App,43.61
TXN-13334,26/05/2026 7:11,Store 2,106,Completed,Cash,9.83
TXN-13335,10/05/2026 13:16,Store 6,105,Completed,Mobile App,37.99
TXN-13336,18/05/2026 9:13,Store 2,110,Completed,Cash,36.58
TXN-13337,02/05/2026 19:33,Store 3,103,Completed,Credit Card,5.65
TXN-13338,23/05/2026 11:22,Store 5,100,Completed,Mobile App,37.04
TXN-13339,22/05/2026 7:55,Store 5,109,Completed,Mobile App,5.23
TXN-13340,22/05/2026 16:05,Store 6,106,Completed,Cash,18.21
TXN-13341,03/05/2026 9:54,Store 2,100,Completed,Cash,36.48
TXN-13342,10/05/2026 12:52,Store 5,106,Completed,Cash,37.37
TXN-13343,30/05/2026 14:13,Store 3,104,Completed,Mobile App,31.31
TXN-13344,15/05/2026 13:43,Store 5,108,Discount applied,Cash,32.67
TXN-13345,04/05/2026 14:39,Store 1,108,Completed,Credit Card,34.67
TXN-13346,15/05/2026 21:09,Store 3,102,Completed,Credit Card,39.95
TXN-13347,23/05/2026 13:19,Store 2,102,Completed,Mobile App,32
TXN-13348,19/05/2026 16:00,Store 6,109,Completed,Mobile App,35.33
TXN-13349,08/05/2026 16:08,Store 5,104,Completed,Mobile App,31.66
TXN-13350,06/05/2026 20:53,Store 3,109,Completed,Credit Card,21.35
TXN-13351,24/05/2026 8:19,Store 5,104,Completed,Mobile App,31.17
TXN-13352,12/05/2026 17:11,Store 2,107,Completed,Credit Card,14.24
TXN-13353,13/05/2026 14:50,Store 1,109,Completed,Credit Card,9.05
TXN-13354,08/05/2026 18:52,Store 6,101,Completed,Mobile App,18.78
TXN-13355,11/05/2026 14:51,Store 4,106,Completed,Credit Card,10.03
TXN-13356,29/05/2026 17:08,Store 4,109,Completed,Credit Card,6.56
TXN-13357,15/05/2026 21:44,Store 3,103,Completed,Credit Card,22.08
TXN-13358,18/05/2026 14:18,Store 2,107,Completed,Cash,14.38
TXN-13359,27/05/2026 14:38,Store 4,110,Completed,Cash,32.76
TXN-13360,17/05/2026 21:20,Store 1,108,Completed,Credit Card,24.48
TXN-13361,14/05/2026 10:34,Store 5,106,Completed,Cash,21.94
TXN-13362,05/05/2026 9:53,Store 1,108,Completed,Credit Card,32.08
TXN-13363,05/05/2026 14:23,Store 2,107,Completed,Credit Card,38.25
TXN-13364,30/05/2026 15:59,Store 1,108,Completed,Mobile App,5.25
TXN-13365,25/05/2026 13:05,Store 2,107,Completed,Mobile App,23.74
TXN-13366,19/05/2026 19:48,Store 3,110,Completed,Credit Card,11.74
TXN-13367,04/05/2026 7:45,Store 6,102,Completed,Cash,24.86
TXN-13368,26/05/2026 17:57,Store 2,107,Completed,Mobile App,35.76
TXN-13369,26/05/2026 12:53,Store 2,104,Completed,Credit Card,25.59
TXN-13370,09/05/2026 20:06,Store 3,109,Completed,Credit Card,12.23
TXN-13371,14/05/2026 19:06,Store 3,103,Completed,Cash,33.46
TXN-13372,23/05/2026 15:08,Store 3,100,Refund,Cash,16.07
TXN-13373,17/05/2026 8:54,Store 3,110,Completed,Cash,10.36
TXN-13374,28/05/2026 14:08,Store 3,105,Completed,Cash,39.85
TXN-13375,17/05/2026 7:46,Store 3,102,Completed,Credit Card,35.04
TXN-13376,02/05/2026 11:26,Store 4,109,Completed,Cash,29.06
TXN-13377,17/05/2026 12:40,Store 6,101,Completed,Cash,26.69
TXN-13378,12/05/2026 14:20,Store 6,104,Completed,Cash,25.11
TXN-13379,15/05/2026 17:10,Store 6,105,Completed,Credit Card,24.3
TXN-13380,15/05/2026 15:29,Store 4,105,Completed,Cash,30.04
TXN-13381,09/05/2026 13:19,Store 3,110,Completed,Cash,36.3
TXN-13382,06/05/2026 18:20,Store 4,104,Completed,Cash,9.36
TXN-13383,30/05/2026 12:23,Store 1,100,Completed,Mobile App,37.76
TXN-13384,13/05/2026 23:21,Store 3,103,Void,Cash,22.24
TXN-13385,06/05/2026 20:44,Store 2,102,Completed,Mobile App,11.62
TXN-13386,25/05/2026 20:32,Store 5,102,Completed,Mobile App,44.81
TXN-13387,20/05/2026 18:18,Store 2,106,Completed,Mobile App,36.41
TXN-13388,26/05/2026 11:47,Store 1,104,Refund,Mobile App,10.24
TXN-13389,17/05/2026 18:38,Store 4,106,Completed,Credit Card,18.5
TXN-13390,29/05/2026 11:58,Store 4,102,Discount applied,Credit Card,8.62
TXN-13391,02/05/2026 12:02,Store 5,108,Completed,Cash,9.36
TXN-13392,08/05/2026 18:46,Store 2,109,Completed,Credit Card,24.16
TXN-13393,27/05/2026 20:49,Store 6,100,Completed,Credit Card,36.19
TXN-13394,10/05/2026 8:14,Store 5,105,Completed,Cash,27.08
TXN-13395,25/05/2026 20:39,Store 4,110,Completed,Credit Card,6.05
TXN-13396,09/05/2026 16:40,Store 4,105,Void,Credit Card,20.76
TXN-13397,13/05/2026 15:41,Store 3,106,Completed,Cash,5.13
TXN-13398,28/05/2026 7:53,Store 3,100,Completed,Mobile App,13.95
TXN-13399,21/05/2026 8:13,Store 4,110,Refund,Cash,17.47
TXN-13400,19/05/2026 14:02,Store 6,105,Completed,Credit Card,17.52
TXN-13401,04/05/2026 11:24,Store 3,105,Completed,Credit Card,20.38
TXN-13402,12/05/2026 21:43,Store 4,104,Completed,Mobile App,28.77
TXN-13403,07/05/2026 21:34,Store 5,101,Completed,Credit Card,36.49
TXN-13404,28/05/2026 12:26,Store 3,105,Discount applied,Mobile App,7.91
TXN-13405,16/05/2026 20:09,Store 2,105,Completed,Cash,43.44
TXN-13406,15/05/2026 10:16,Store 1,102,Completed,Credit Card,8.3
TXN-13407,19/05/2026 16:51,Store 1,100,Completed,Credit Card,22.35
TXN-13408,08/05/2026 9:51,Store 1,108,Completed,Mobile App,7.01
TXN-13409,24/05/2026 9:13,Store 2,104,Completed,Credit Card,11.76
TXN-13410,16/05/2026 18:49,Store 2,104,Completed,Mobile App,34.6
TXN-13411,27/05/2026 10:49,Store 2,107,Completed,Cash,5.58
TXN-13412,25/05/2026 11:23,Store 2,109,Completed,Credit Card,20.96
TXN-13413,15/05/2026 18:11,Store 3,103,Completed,Mobile App,20.57
TXN-13414,24/05/2026 18:39,Store 5,109,Completed,Cash,36.81
TXN-13415,19/05/2026 19:34,Store 3,110,Completed,Credit Card,43.26
TXN-13416,12/05/2026 17:15,Store 2,107,Completed,Mobile App,28.92
TXN-13417,04/05/2026 11:23,Store 5,104,Completed,Mobile App,26.36
TXN-13418,20/05/2026 13:24,Store 4,104,Completed,Cash,24
TXN-13419,26/05/2026 11:29,Store 4,101,Completed,Credit Card,39.57
TXN-13420,04/05/2026 16:33,Store 4,101,Completed,Mobile App,40.9
TXN-13421,20/05/2026 21:05,Store 4,104,Completed,Credit Card,29.78
TXN-13422,07/05/2026 8:04,Store 5,110,Completed,Credit Card,24.34
TXN-13423,28/05/2026 13:39,Store 6,106,Completed,Mobile App,18.4
TXN-13424,14/05/2026 15:31,Store 4,101,Completed,Credit Card,17.58
TXN-13425,17/05/2026 10:57,Store 1,110,Completed,Mobile App,43.33
TXN-13426,16/05/2026 11:12,Store 2,107,Completed,Mobile App,10.53
TXN-13427,27/05/2026 14:50,Store 1,110,Void,Credit Card,25.39
TXN-13428,27/05/2026 14:55,Store 1,105,Completed,Credit Card,42.4
TXN-13429,16/05/2026 14:18,Store 3,110,Completed,Credit Card,40.92
TXN-13430,13/05/2026 19:10,Store 4,110,Completed,Credit Card,38.18
TXN-13431,01/05/2026 9:30,Store 1,102,Completed,Mobile App,19.47
TXN-13432,23/05/2026 12:30,Store 1,108,Completed,Cash,16.52
TXN-13433,18/05/2026 7:43,Store 5,101,Completed,Cash,39.91
TXN-13434,13/05/2026 16:03,Store 6,100,Completed,Credit Card,26.95
TXN-13435,26/05/2026 18:24,Store 3,103,Completed,Mobile App,22.9
TXN-13436,26/05/2026 12:54,Store 6,109,Completed,Cash,15.29
TXN-13437,27/05/2026 13:06,Store 1,101,Completed,Mobile App,35.58
TXN-13438,25/05/2026 15:35,Store 2,107,Completed,Mobile App,17.74
TXN-13439,13/05/2026 19:12,Store 1,105,Completed,Credit Card,35.93
TXN-13440,01/05/2026 21:42,Store 3,102,Completed,Cash,11.98
TXN-13441,05/05/2026 11:05,Store 6,110,Completed,Credit Card,42.6
TXN-13442,11/05/2026 19:01,Store 3,102,Completed,Credit Card,12.03
TXN-13443,07/05/2026 20:51,Store 5,109,Completed,Credit Card,11.3
TXN-13444,24/05/2026 14:38,Store 4,100,Completed,Mobile App,40.74
TXN-13445,21/05/2026 16:34,Store 6,110,Refund,Credit Card,23.73
TXN-13446,17/05/2026 17:19,Store 6,109,Completed,Cash,28.97
TXN-13447,29/05/2026 12:32,Store 6,106,Void,Credit Card,17.81
TXN-13448,25/05/2026 14:17,Store 2,107,Completed,Mobile App,30.12
TXN-13449,09/05/2026 11:27,Store 6,106,Completed,Cash,37.78
TXN-13450,01/05/2026 16:43,Store 1,108,Completed,Mobile App,38.15
TXN-13451,07/05/2026 17:57,Store 2,107,Completed,Mobile App,10.36
TXN-13452,02/05/2026 7:52,Store 3,108,Completed,Credit Card,6.87
TXN-13453,06/05/2026 18:36,Store 5,109,Completed,Mobile App,7.84
TXN-13454,06/05/2026 20:12,Store 5,108,Completed,Mobile App,15
TXN-13455,21/05/2026 8:06,Store 2,106,Void,Cash,24.69
TXN-13456,02/05/2026 9:41,Store 6,106,Completed,Credit Card,5.19
TXN-13457,15/05/2026 11:49,Store 2,107,Completed,Cash,6.33
TXN-13458,19/05/2026 19:49,Store 3,105,Completed,Credit Card,9.66
TXN-13459,07/05/2026 8:43,Store 6,106,Completed,Mobile App,44.5
TXN-13460,23/05/2026 20:45,Store 4,106,Completed,Mobile App,37.94
TXN-13461,21/05/2026 18:09,Store 6,104,Completed,Mobile App,22.7
TXN-13462,11/05/2026 8:54,Store 5,100,Completed,Credit Card,43.66
TXN-13463,17/05/2026 14:01,Store 6,105,Void,Credit Card,10.17
TXN-13464,23/05/2026 12:08,Store 4,108,Completed,Mobile App,27.1
TXN-13465,13/05/2026 12:04,Store 6,105,Completed,Credit Card,40.14
TXN-13466,26/05/2026 20:00,Store 6,102,Completed,Credit Card,15.28
TXN-13467,25/05/2026 12:51,Store 5,109,Completed,Cash,14.08
TXN-13468,04/05/2026 13:59,Store 1,105,Completed,Cash,32.76
TXN-13469,19/05/2026 8:19,Store 2,110,Completed,Cash,38.22
TXN-13470,05/05/2026 12:41,Store 4,101,Completed,Cash,25.69
TXN-13471,05/05/2026 12:52,Store 2,109,Completed,Cash,31.55
TXN-13472,01/05/2026 10:30,Store 6,101,Completed,Cash,25.78
TXN-13473,08/05/2026 11:12,Store 5,108,Completed,Credit Card,43.96
TXN-13474,18/05/2026 19:44,Store 3,103,Completed,Cash,34.85
